Price_KRW,Visitors_Flat,Revenue_Flat,Revenue_Dual_B1,Revenue_Dual_B2,Visitor_Loss_Pct
4535.070140280561,5125917.339274764,23246394666.89136,50374253900.41849,25137597504.307735,-13.285982283978257
4633.266533066133,5109542.094217082,23673870384.428646,50396603156.84459,25159946760.73384,-12.924079116463878
4731.462925851703,5093166.849159399,24098130121.974632,50418784275.62325,25182127879.512497,-12.562175948949497
4829.659318637275,5076791.604101716,24519173879.529327,50440797256.75446,25204140860.64371,-12.200272781435096
4927.855711422846,5060416.359044033,24937001657.092743,50462642100.23823,25225985704.12748,-11.838369613920714
5026.0521042084165,5044041.11398635,25351613454.66486,50484318806.074554,25247662409.963802,-11.476466446406313
5124.248496993988,5027665.868928667,25763009272.245693,50505827374.263435,25269170978.15268,-11.114563278891932
5222.444889779559,5011290.623870984,26171189109.83524,50527167804.80486,25290511408.694115,-10.75266011137753
5320.6412825651305,4994915.378813301,26576152967.4335,50548340097.69885,25311683701.5881,-10.39075694386315
5418.837675350702,4978540.133755618,26977900845.040462,50569344252.9454,25332687856.834644,-10.028853776348749
5517.034068136273,4962164.888697935,27376432742.656147,50590180270.544495,25353523874.433746,-9.66695060883437
5615.230460921844,4945789.643640252,27771748660.280533,50610848150.49615,25374191754.3854,-9.305047441319967
5713.426853707415,4929414.398582569,28163848597.91364,50631347892.80036,25394691496.689606,-8.943144273805588
5811.623246492986,4913039.153524887,28552732555.555454,50651679497.45712,25415023101.34637,-8.581241106291207
5909.819639278558,4896663.908467203,28938400533.20598,50671842964.466446,25435186568.35569,-8.219337938776805
6008.016032064129,4880288.66340952,29320852530.865215,50691838293.828316,25455181897.717567,-7.857434771262405
6106.212424849699,4863913.418351837,29700088548.533165,50711665485.54275,25475009089.431995,-7.495531603748024
6204.408817635271,4847538.173294155,30076108586.209827,50731324539.60973,25494668143.49898,-7.133628436233644
6302.605210420842,4831162.9282364715,30448912643.8952,50750815456.029274,25514159059.91852,-6.771725268719242
6400.801603206413,4814787.683178789,30818500721.589287,50770138234.80137,25533481838.690617,-6.409822101204861
6498.997995991985,4798412.438121106,31184872819.29208,50789292875.92602,25552636479.815266,-6.04791893369046
6597.194388777555,4782037.193063423,31548028937.003586,50808279379.40322,25571622983.292473,-5.68601576617608
