title,museum_id,stars,id,lang,sentiment,sentiment_label,dominant_topic
The British Museum,1003,5,454,en,1.0,positive,3
The British Museum,1003,5,455,en,1.0,positive,4
The British Museum,1003,5,456,en,0.6,positive,2
The British Museum,1003,5,457,en,1.0,positive,0
The British Museum,1003,5,458,en,0.0,neutral,4
The British Museum,1003,5,459,en,1.0,positive,2
The British Museum,1003,5,460,en,1.0,positive,3
The British Museum,1003,5,461,en,1.0,positive,1
The British Museum,1003,5,462,en,1.0,positive,5
The British Museum,1003,5,463,en,1.0,positive,3
The British Museum,1003,5,464,en,0.5,positive,3
The British Museum,1003,5,465,en,1.0,positive,0
The British Museum,1003,5,466,en,1.0,positive,3
The British Museum,1003,5,467,en,1.0,positive,3
The British Museum,1003,5,468,en,1.0,positive,1
The British Museum,1003,5,469,en,1.0,positive,2
The British Museum,1003,5,470,en,0.0,neutral,1
The British Museum,1003,5,471,en,0.3333333333333333,positive,2
The British Museum,1003,5,472,en,1.0,positive,1
The British Museum,1003,5,473,en,1.0,positive,2
The British Museum,1003,5,474,en,1.0,positive,0
The British Museum,1003,5,475,en,0.3333333333333333,positive,4
The British Museum,1003,5,476,en,1.0,positive,4
The British Museum,1003,5,477,en,1.0,positive,2
The British Museum,1003,5,478,en,1.0,positive,4
The British Museum,1003,5,479,en,0.0,neutral,4
The British Museum,1003,5,480,en,1.0,positive,3
The British Museum,1003,5,481,en,1.0,positive,1
The British Museum,1003,5,482,en,0.7142857142857143,positive,1
The British Museum,1003,5,483,en,1.0,positive,4
The British Museum,1003,5,484,en,-0.2,negative,2
The British Museum,1003,5,485,en,1.0,positive,4
The British Museum,1003,5,486,en,1.0,positive,1
The British Museum,1003,5,487,en,1.0,positive,2
The British Museum,1003,5,488,en,0.3333333333333333,positive,4
The British Museum,1003,5,489,en,1.0,positive,2
The British Museum,1003,5,490,en,1.0,positive,3
The British Museum,1003,5,491,en,1.0,positive,5
The British Museum,1003,5,492,en,1.0,positive,0
The British Museum,1003,5,493,en,1.0,positive,5
The British Museum,1003,5,494,en,1.0,positive,1
The British Museum,1003,5,495,en,0.5,positive,4
The British Museum,1003,5,496,en,0.0,neutral,2
The British Museum,1003,5,497,en,0.25,positive,1
The British Museum,1003,5,498,en,1.0,positive,3
The British Museum,1003,5,499,en,1.0,positive,1
The British Museum,1003,5,500,en,0.6666666666666666,positive,5
The British Museum,1003,5,501,en,0.3333333333333333,positive,4
The British Museum,1003,5,502,en,1.0,positive,1
The British Museum,1003,5,503,en,0.5,positive,4
The British Museum,1003,5,504,en,1.0,positive,3
The British Museum,1003,5,505,en,1.0,positive,4
The British Museum,1003,5,506,en,1.0,positive,1
The British Museum,1003,5,507,en,1.0,positive,3
The British Museum,1003,5,508,en,0.3333333333333333,positive,4
The British Museum,1003,5,509,en,1.0,positive,3
The British Museum,1003,5,510,en,0.2,neutral,1
The British Museum,1003,5,511,en,1.0,positive,2
The British Museum,1003,5,512,en,0.3333333333333333,positive,2
